Period,Equity Capital,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,Stock,Deposits,Borrowing
2025-03-01,83.0,33466.0,4677.0,11200.0,49427.0,18293.0,2399.0,4051.0,24684.0,49427.0,DRREDDY,,
2025-03-01,85.0,13828.0,2017.0,5466.0,21396.0,4153.0,3426.0,6468.0,7350.0,21396.0,EXIDEIND,,
2025-03-01,334.0,34647.0,1.0,71284.0,106267.0,8677.0,1091.0,1754.0,94744.0,106267.0,HAL,,
2025-03-01,845.0,12481.0,10967.0,10197.0,34490.0,18608.0,2606.0,9972.0,3304.0,34490.0,HINDZINC,,
2025-03-01,71393.0,-141713.0,233229.0,34958.0,197867.0,157060.0,2472.0,0.0,38335.0,197867.0,IDEA,,
2025-03-01,6353.0,117143.0,3970.0,6043.0,133510.0,188.0,7.0,118910.0,14405.0,133510.0,JIOFIN,,
2025-03-01,96.0,9632.0,11507.0,3269.0,24504.0,579.0,10.0,5464.0,18451.0,24504.0,JMFINANCIL,,
2025-03-01,64.0,2776.0,903.0,898.0,4641.0,936.0,300.0,132.0,3273.0,4641.0,KAYNES,,
2025-03-01,76.0,754.0,1139.0,3335.0,5304.0,168.0,0.0,60.0,5077.0,5304.0,KOLTEPATIL,,
2025-03-01,994.0,156401.0,,130050.0,879774.0,2811.0,0.0,284255.0,592709.0,879774.0,KOTAKBANK,494707.0,97622.0
2025-03-01,272.0,2640.0,345.0,1776.0,5033.0,1972.0,9.0,432.0,2620.0,5033.0,KPITTECH,,
2025-03-01,108.0,4365.0,2764.0,2099.0,9336.0,4123.0,458.0,233.0,4521.0,9336.0,LAURUSLABS,,
2025-03-01,60.0,11019.0,14774.0,8134.0,33987.0,768.0,101.0,8851.0,24268.0,33987.0,MOTILALOFS,,
2025-03-01,879.0,28817.0,4276.0,7035.0,41007.0,5038.0,4737.0,978.0,30253.0,41007.0,NMDC,,
2025-03-01,64.0,14963.0,160.0,6261.0,21448.0,901.0,4.0,4172.0,16370.0,21448.0,PAYTM,,
2025-03-01,28.0,2800.0,384.0,1908.0,5121.0,1139.0,74.0,8.0,3900.0,5121.0,PGEL,,
2025-03-01,37.0,1345.0,195.0,1584.0,3160.0,568.0,17.0,428.0,2147.0,3160.0,PRAJIND,,
2025-03-01,13532.0,829668.0,369575.0,737346.0,1950121.0,1092041.0,169710.0,242381.0,445989.0,1950121.0,RELIANCE,,
2025-03-01,4131.0,54775.0,36934.0,40531.0,136371.0,73327.0,7206.0,4976.0,50863.0,136371.0,SAIL,,
2025-03-01,11.0,1182.0,740.0,1465.0,3397.0,901.0,133.0,20.0,2342.0,3397.0,SKIPPER,,
2025-03-01,2732.0,3374.0,323.0,6514.0,12943.0,1780.0,89.0,43.0,11032.0,12943.0,SUZLON,,
2025-03-01,736.0,115408.0,71540.0,189289.0,376973.0,115697.0,65806.0,35656.0,159814.0,376973.0,TATAMOTORS,,
2025-03-01,391.0,40821.0,75186.0,86895.0,203293.0,102862.0,30939.0,14532.0,54960.0,203293.0,VEDL,,
2025-03-01,6271.0,41562.0,,19892.0,424116.0,3078.0,0.0,84725.0,336313.0,424116.0,YESBANK,284420.0,71971.0
2025-03-01,101.0,23852.0,3213.0,10035.0,37202.0,14508.0,1318.0,6408.0,14968.0,37202.0,ZYDUSLIFE,,
