Ticker,Column,MAE,RMSE
PRAJIND.NS,High,68.33949904863098,82.00810938913965
PRAJIND.NS,Low,60.45144053396138,70.47640481130307
RELIANCE.NS,Close,25.5809785757264,33.720441217331135
RELIANCE.NS,Open,26.90576678966765,33.64759468035778
RELIANCE.NS,High,36.21328116358517,43.11900710306807
RELIANCE.NS,Low,28.063527261449877,34.20254022507671
SAIL.NS,Close,3.254204050879622,4.064423763569661
SAIL.NS,Open,7.962869234682492,8.743317165016249
SAIL.NS,High,4.152691216696074,5.0645480258184
SAIL.NS,Low,5.7684274692555135,6.621373133799101
SKIPPER.NS,Close,97.8023335663289,112.47996379906584
SKIPPER.NS,Open,87.72283542817704,99.40411998679062
SKIPPER.NS,High,111.3748712166197,126.70016656798471
SKIPPER.NS,Low,105.78763332930772,117.93084895797449
SUZLON.NS,Close,5.459428361854974,6.715949209608101
SUZLON.NS,Open,6.283149999648241,8.5987208016083
SUZLON.NS,High,7.937576478216028,10.133178476148387
SUZLON.NS,Low,10.423190006763694,12.218272570580286
TATAMOTORS.NS,Close,43.12130277837287,52.59744524677384
TATAMOTORS.NS,Open,62.14517839617867,70.25337511235503
TATAMOTORS.NS,High,55.5558676807489,67.06348710933247
TATAMOTORS.NS,Low,46.04483646646903,56.14807623142061
UTINEXT50.NS,Close,3.3266506747898013,4.053365043275545
UTINEXT50.NS,Open,2.848907866161482,3.4564470164427843
UTINEXT50.NS,High,3.2888490666534,4.009774582597779
UTINEXT50.NS,Low,4.858281516912044,5.684644693371959
VEDL.NS,Close,43.97337976544363,46.8774748297441
VEDL.NS,Open,43.50515991616337,46.597141807191136
VEDL.NS,High,56.91486708844556,59.25781875886349
VEDL.NS,Low,70.99800938795913,72.74074651554828
YESBANK.NS,Close,0.5445393243422826,0.6906116816310205
YESBANK.NS,Open,0.4943971662420618,0.6256023449340363
YESBANK.NS,High,0.7617391064660777,0.9268044616800133
YESBANK.NS,Low,0.7296534447009082,0.8640443554186293
ZYDUSLIFE.NS,Close,68.46123906391921,74.76811662830303
ZYDUSLIFE.NS,Open,86.30743296004029,103.90462473158415
ZYDUSLIFE.NS,High,32.14100899643893,39.905174108164104
ZYDUSLIFE.NS,Low,36.588332749721566,46.85691547424251
^NSEI,Close,1046.556355979414,1147.6387781632382
^NSEI,Open,765.5955140375461,832.348043644068
^NSEI,High,1209.1648583413505,1278.6600580645854
^NSEI,Low,1056.1530862790119,1127.4599538657749
