Date,Ticker,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_100,SMA_200,EMA_50,EMA_100,EMA_200,upper_band_bb,lower_band_bb,Pivot,S1,S2,S3,R1,R2,R3,Tenkan_Sen,Kijun_Sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,EMA_12,EMA_26,MACD,Signal,MACD_Histogram,RSI,ATR,so_K,so_D,SAR,Trend_Up,Fib_0,Fib_23,Fib_38,Fib_50,Fib_61,Fib_78,Fib_100,OBV,GK,DC_Upper,DC_Lower,Year,Month,Day,DayOfWeek,Range,Change,Return_%,daily_return,Avg_Price,Volatility,log_open,log_close,log_high,log_low
2021-04-16,ABB.NS,1344.1363525390625,1347.6648887548045,1318.6033710540153,1325.0723740575254,142921.0,1362.0610229492188,1420.355302734375,1312.3980426025391,1104.702550354004,1368.747529750628,1297.9479379077663,1181.430482106274,1434.1954305041984,1289.9266153942392,1336.801537449294,1325.9381861437837,1307.740019748505,1278.6785020477157,1354.9997038445729,1365.8630551500833,1394.9245728508724,1326.3955845548383,1383.2202817952311,1483.7596674119754,1368.395263702812,1476.9417724609375,1344.3512943451626,1370.4428854922191,-26.091591147056533,-22.268165619985332,-3.823425527071201,49.351444117764444,47.38349149996213,36.44545239632157,24.155146773953827,1283.0728271735434,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,5816431.0,0.012601676101305815,1468.5672885066826,1272.7812422530574,2021,4,16,4,29.06151770078918,19.063978481537106,1.4387122435554967,0.016228776240224008,1333.869246601352,2.1932022936829814,7.189222358858808,7.20350696871915,7.206128661719853,7.184328403216213
2021-04-19,ABB.NS,1372.46826171875,1389.0442974838982,1293.080176347933,1334.9384643666076,177488.0,1360.1254760742188,1419.4703271484375,1315.8845092773438,1106.9128622436524,1368.8934408082014,1299.4235878842214,1183.3313555352538,1428.7001516558794,1291.5508004925582,1351.5309118501937,1314.0175262164892,1255.5667907142285,1159.6026695782634,1409.9816473524543,1447.4950329861588,1543.459154122124,1330.9127698684779,1383.2202817952311,1487.1289451088737,1384.4698190445188,1553.5751953125,1348.6769816334067,1370.592913360851,-21.91593172744433,-22.197718841477133,0.2817871140328023,51.26363033532097,49.00123679610442,50.916304493199696,37.61451377392054,1293.080176347933,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,5993919.0,0.04759762934257427,1468.5672885066826,1272.7812422530574,2021,4,19,0,95.96412113596512,37.529797352142396,2.811350362126937,0.021078151131147305,1347.3827999792973,7.188655035233965,7.196640475664574,7.224366048685528,7.236371233882892,7.164782384852482
2021-04-20,ABB.NS,1372.714111328125,1394.9466646172898,1358.6465475646148,1372.320590367503,173676.0,1358.8123779296875,1418.5500830078124,1318.6726232910157,1109.0800424194335,1369.043271024669,1300.8748853781601,1185.2157610655313,1425.2264369192721,1292.3983189401029,1375.435774503343,1355.9248843893963,1339.135657450668,1302.835540397993,1392.2250014420713,1411.735891556018,1448.036008608693,1333.8639534351737,1383.2202817952311,1489.8856308079366,1384.4698190445188,1562.9207763671875,1352.3750015864402,1370.7500391362048,-18.375037549764556,-21.43318258313462,3.0581450333700637,40.48903601425242,42.98273462604397,55.71375875955995,47.69183854969375,1293.080176347933,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,6167595.0,0.018643547907495277,1468.5672885066826,1272.7812422530574,2021,4,20,1,36.30011705267498,0.3935209606220269,0.02867558523745849,0.00017912954072030196,1374.6569784693831,2.6451630404345914,7.224258447438695,7.2245451621844685,7.240611460275302,7.214244297589853
2021-04-22,ABB.NS,1369.0250244140625,1377.2392487735294,1346.1530154612165,1372.320537170767,93857.0,1357.9739807128906,1416.1720751953126,1321.8482531738282,1111.15029296875,1369.0425554713117,1302.2243930818413,1187.0447089595466,1423.3694851758464,1292.5784762499347,1364.1390962162695,1351.0389436590096,1333.0528629039566,1301.9666295916436,1382.1251769713226,1395.2253295285825,1426.3115628408955,1333.8639534351737,1370.6742653798701,1483.7106103570095,1384.4698190445188,1641.718505859375,1354.9365435599207,1370.622260267898,-15.685716707977235,-20.283689408103143,4.597972700125908,42.06327774839231,41.667618469978834,70.41410080348113,59.014721352080265,1346.1530154612165,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,6073738.0,0.016073967336928396,1468.5672885066826,1272.7812422530574,2021,4,22,3,31.08623331231297,-3.295512756704511,-0.2401416190636247,-0.0026874400748261307,1366.1844564548937,2.2652312247983724,7.224258408674621,7.2218541044596325,7.227836230022505,7.205006185363925
2021-04-23,ABB.NS,1358.2530517578125,1370.943352437029,1346.743313982325,1364.4506767666069,155372.0,1357.8344299316407,1414.024599609375,1324.9205737304687,1113.1476721191407,1368.6194376786254,1303.3338714714644,1188.7482745595294,1423.2142593962594,1292.454600467022,1358.646572725722,1346.3497930144151,1334.446534271018,1310.2464958163139,1370.5498314691192,1382.8466111804262,1407.0466496351303,1333.8639534351737,1370.6742653798701,1482.6936748220578,1384.4698190445188,1665.721923828125,1355.4467755903656,1369.7060226004842,-14.259247010118543,-19.078800928506226,4.819553918387683,45.14261727421297,40.43122231857257,69.12586099458848,65.08457351920985,1346.1530154612165,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,5918366.0,0.012271412894982184,1468.5672885066826,1272.7812422530574,2021,4,23,4,24.2000384547041,-6.197625008794375,-0.45422125653388473,-0.007868353364001046,1360.0975987359434,1.773610352266591,7.218507192017305,7.213954632259819,7.22325436028201,7.205444596990922
2021-04-26,ABB.NS,1346.841796875,1380.1414555962904,1337.9881146107173,1359.4828636462976,189659.0,1356.6955017089845,1411.9106030273438,1328.3374951171875,1115.1952404785156,1367.7654125490715,1304.195414548762,1190.321344433315,1422.0044301412572,1291.3865732767117,1354.9904556940025,1329.8394557917147,1312.8371147084295,1270.6837737228564,1371.9927967772878,1397.1437966795756,1439.2971376651487,1333.8639534351737,1370.6742653798701,1477.7315616973099,1389.983073526675,1672.9031982421875,1354.1229327110786,1368.0123762504484,-13.889443539369722,-18.040929450678927,4.151485911309205,45.307015899907796,41.08980308741335,60.623172407273614,66.7210447351144,1337.9881146107173,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,5728707.0,0.021151219088494388,1468.5672885066826,1272.7812422530574,2021,4,26,0,42.153340985573095,-12.641066771297574,-0.929843774374081,-0.00840142038925984,1356.1135576820764,3.100689395415602,7.214859659098855,7.20551772101609,7.229941276953352,7.198922357697088
2021-04-27,ABB.NS,1361.84375,1379.1084769334193,1352.84248313801,1355.5970098570667,444609.0,1357.3725891113281,1410.5533984375,1331.400147705078,1117.3994717407227,1367.5331904883235,1305.3369657458163,1192.0280350359687,1422.595851520931,1292.1493267017252,1364.5982366904764,1350.0879964475334,1338.332242895067,1312.0662490996579,1376.3539902429427,1390.8642304858856,1417.1302242812949,1337.4415482697402,1370.6742653798701,1474.2397766854301,1390.448689261508,1664.4427490234375,1355.310750755528,1367.5554409726374,-12.244690217109337,-16.88168160396501,4.636991386855673,51.44777755899806,40.9546803726136,72.90320454293975,67.55074598160061,1337.9881146107173,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,6173316.0,0.013293551420348203,1468.5672885066826,1272.7812422530574,2021,4,27,1,26.26599379540926,6.246740142933277,0.4608110004308676,0.011138615656128392,1362.347929982124,1.937596026283558,7.211997233959637,7.216594759129969,7.229192538175504,7.209963200948472
2021-04-28,ABB.NS,1365.336181640625,1412.900105473533,1339.8572279581908,1385.2077312603308,474157.0,1357.4377197265626,1409.5336254882814,1334.5290881347655,1119.6998931884766,1367.4470332786098,1306.5250690308621,1193.7524942061646,1422.6915828756044,1292.1838565775208,1372.6978383574497,1332.4955712413664,1299.6549608421076,1226.6120833267655,1405.5384487567085,1445.7407158727917,1518.7835933881338,1347.986466323538,1370.6742653798701,1473.1984556561256,1395.2515329618996,1623.666748046875,1356.8531247378505,1367.3910513924882,-10.537926654637658,-15.61293061409954,5.075003959461881,53.781092731911116,43.68313003160967,66.05458912547229,66.52698869189523,1339.8572279581908,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,6647473.0,0.03644395145150152,1468.5672885066826,1272.7812422530574,2021,4,28,2,73.04287751534207,-19.871549619705775,-1.4345537619563855,0.002564487769338486,1375.8253115831699,5.273063084111149,7.233605393844146,7.219155964211625,7.253399683422147,7.200318340968639
2021-04-29,ABB.NS,1358.8433837890625,1382.158029925033,1354.6132435635377,1382.158029925033,110440.0,1354.1446228027344,1408.8084033203124,1336.9628601074219,1122.0241549682617,1367.1096352594118,1307.5610752636978,1195.3951896249,1411.2428252050956,1297.046420400373,1365.204885759211,1348.2517415933892,1337.6600993977158,1310.1153130362206,1375.7965279548844,1392.7496721207062,1420.2944584822014,1352.9901409107329,1370.6742653798701,1466.3495267669718,1401.6224971826773,1658.245361328125,1357.159318438037,1366.7578908292714,-9.598572391234484,-14.41005896952653,4.811486578292046,52.26103759931037,44.029855719535085,61.42081055895184,66.79286807578795,1339.8572279581908,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,6537033.0,0.009529479840905651,1452.1496268317053,1272.7812422530574,2021,4,29,3,27.5447863614952,-23.314646135970406,-1.6868292649021455,-0.004755457255780415,1369.4431718006665,1.9928825622775714,7.231401346505953,7.2143891637934185,7.231401346505953,7.211271263466761
2021-04-30,ABB.NS,1358.794189453125,1376.6491380230873,1337.8896634615385,1352.6457994555994,167258.0,1351.5449829101562,1407.2294604492188,1338.8791064453126,1124.3581640625,1366.7835393454397,1308.5755923763597,1197.0210503197084,1402.1498939902244,1300.940071830088,1357.7776636459168,1338.9061892687464,1319.018189084368,1280.2587145228192,1377.6656638302952,1396.5371382074657,1435.2966127690145,1352.9901409107329,1370.6742653798701,1427.32711824837,1401.6224971826773,1652.93310546875,1357.4108370557428,1366.167987023631,-8.757149967888154,-13.279477169198856,4.522327201310702,47.825611071074434,44.663053690115895,61.38570155591911,62.953700413447756,1337.8896634615385,1,9082.111151006911,7134.565662371417,5929.728199063017,4955.95545474527,3982.1827104275226,2595.7943964836104,829.7997584836285,6369775.0,0.01999649889257877,1412.900105473533,1272.7812422530574,2021,4,30,4,38.759474561548814,6.148389997525555,0.45454545454546214,-3.6203094870512764e-05,1356.4946975983376,2.8654563210227226,7.209817804877809,7.2143529600432,7.2274076645350265,7.198848773507235
